,Bull code/number,Age,AgeYear,DentalAge,AgeNumber,AgeCategory,Year,Model,Megapixels,Aperture,ShutterSpeed,ISO,FocalLength,Quality,WhiteBalance,Season,Month,Day,Date,Time,AgeClass,Head.Girth,Head.Height,Tusk.Side,Tusk.Length,Tusk.Circumference,Tusk.Shape,Tusk.Missing,Tusk.Breakage,Tusk.Arrangement,Body.Width,Shoulder.Height,Foot.Circumference,Musth.Period,Musth.Signs,Anatomy.not.visible,Anatomy.not.visible.binary,Blurred.Image,Visible.Injury,Body.Condition.Score,Ratio.bodyheight.to.bodywidth,Ratio.bodywith.to.bodyheight,Ratio.tusklength.bodywidth,Ratio.tusklength.bodyheight,Ratio.tuskcircumference.bodywidth,Ratio.tuskcircumference.bodyheight,Ratio.foot.to.bodywidth,Ratio.foot.to.bodyheight,Ratio.tusklength.to.foot,Ratio.tuskcircumference.to.foot,Ratio.tusk.circumference.to.tusk.length,Ratio.bodyheight.to.bodywidth2,Ratio.bodywith.to.bodyheight2,Ratio.tusklength.bodywidth2,Ratio.tusklength.bodyheight2,Ratio.tuskcircumference.bodywidth2,Ratio.tuskcircumference.bodyheight2,Ratio.foot.to.bodywidth2,Ratio.foot.to.bodyheight2,Ratio.tusklength.to.foot2,Ratio.tuskcircumference.to.foot2,Ratio.tusk.circumference.to.tusk.length2,Ratio.tusk.length.to.head.height,Ratio.tusk.circumference.to.head.height,Ratio.tusk.length.to.head.girth,Ratio.tusk.circumference.to.head.girth,Ratio.tusk.length.to.circumference
81,7,35++,2008,53,5,senescing adult,2008,NIKON D50,3.4,5.6,0,200,85,Fine,Shade,dry,5,16,5/16/2008,8:39:10,Prime,11.64,42.51,right,110.9,11.52,upcurved,0,0,higher right,178.7,NA,NA,musth,"TGS, UD",foot,0,0,0,4,NA,NA,0.620593173,NA,0.064465585,NA,NA,NA,NA,NA,0.103877367,NA,NA,0.567593173,NA,0.051465585,NA,NA,NA,NA,NA,0.079877367,2.60879793,0.27099506,9.527491409,0.989690722,9.626736111
82,7,35++,2008,53,5,senescing adult,2008,NIKON D50,3.4,5.6,0,200,85,Fine,Shade,dry,5,16,5/16/2008,8:39:11,Prime,12.2,41.48,right,110.54,11.371,upcurved,0,0,higher right,173.27,NA,NA,musth,"TGS, UD",foot,0,0,0,4,NA,NA,0.637963871,NA,0.065625902,NA,NA,NA,NA,NA,0.10286774,NA,NA,0.584963871,NA,0.052625902,NA,NA,NA,NA,NA,0.07886774,2.664898746,0.274132112,9.060655738,0.93204918,9.721220649
83,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,4.5,0,200,18.9,Normal,Daylight,dry,5,16,5/16/2008,23:44:36,Prime,122.54,273.02,right,741.38,75.03,upcurved,0,0,higher right,1212.1,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.611649204,NA,0.061900833,NA,NA,NA,NA,NA,0.101203162,NA,NA,0.558649204,NA,0.048900833,NA,NA,NA,NA,NA,0.077203162,2.71547872,0.274815032,6.050106088,0.612289865,9.881114221
84,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,21.6,Normal,Daylight,dry,5,16,5/16/2008,23:39:49,Prime,256.22,333.93,right,830.72,92.33,upcurved,0,0,higher right,1276.86,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.650595993,NA,0.072310198,NA,NA,NA,NA,NA,0.111144549,NA,NA,0.597595993,NA,0.059310198,NA,NA,NA,NA,NA,0.087144549,2.487707004,0.276495074,3.242213723,0.360354383,8.997292321
85,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,38.6,Normal,Daylight,wet,4,13,4/13/2008,16:16:24,Prime,56.3,202.93,right,489.72,56.45,upcurved,0,0,higher right,883.35,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.55438954,NA,0.063904455,NA,NA,NA,NA,NA,0.11526995,NA,NA,0.50138954,NA,0.050904455,NA,NA,NA,NA,NA,0.09126995,2.413245947,0.27817474,8.698401421,1.002664298,8.675287865
86,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,3.5,0,200,38.6,Normal,Daylight,wet,4,13,4/13/2008,16:16:43,Prime,141.77,194.48,right,496.09,54.21,upcurved,0,0,higher right,877.42,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.565396275,NA,0.06178341,NA,NA,NA,NA,NA,0.109274527,NA,NA,0.512396275,NA,0.04878341,NA,NA,NA,NA,NA,0.085274527,2.550853558,0.278743316,3.499259364,0.382379911,9.151263605
87,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,5,0,200,24.8,Normal,Cloudy,dry,5,17,5/17/2008,12:08:26,Prime,56.86,260.16,right,702.18,72.8,upcurved,0,0,higher right,1225.36,1342.46,227.03,non-musth,NA,NA,0,0,0,3,1.095563753,0.912772075,0.57303976,0.523054691,0.059411112,0.054228804,0.185276164,0.169114908,3.092895212,0.320662468,0.10367712,0.832563753,0.691772075,0.52003976,0.503054691,0.046411112,0.052228804,0.131276164,0.158114908,2.833895212,0.307662468,0.07967712,2.699031365,0.279827798,12.34927893,1.280337671,9.64532967
88,7,35++,2005,50,5,senescing adult,2005,C750UZ,3.9,3.7,0,63,63,Normal,Auto,dry,5,7,5/7/2005,8:54:45,Prime,44.05,150.96,right,357.75,42.35,upcurved,0,0,higher right,663.36,NA,NA,musth,"TGS, UD",foot,0,0,0,4,NA,NA,0.539299928,NA,0.063841655,NA,NA,NA,NA,NA,0.118378756,NA,NA,0.486299928,NA,0.050841655,NA,NA,NA,NA,NA,0.094378756,2.369833068,0.280537891,8.121452894,0.961407491,8.447461629
89,7,35++,2000,45,5,senescing adult,2000,FinePix4700 ZOOM,1.2,7,0,200,17.3,Fine,Auto,wet,1,24,1/24/2000,3:58:17,Prime,51.45,82.54,right,153.54,23.19,upcurved,0,0,higher right,342.04,377.57,69.15,musth,"TGS, UD",NA,0,0,0,5,1.10387674,0.905898244,0.448894866,0.406653071,0.067799088,0.061419075,0.202169337,0.183144847,2.220390456,0.335357918,0.151035561,0.84087674,0.684898244,0.395894866,0.386653071,0.054799088,0.059419075,0.148169337,0.172144847,1.961390456,0.322357918,0.127035561,1.860188999,0.280954689,2.98425656,0.450728863,6.620957309
90,7,35++,2005,50,5,senescing adult,2005,C750UZ,3.9,4,0,50,12.7,Low,Auto,dry,5,7,5/7/2005,9:05:15,Prime,153,198.91,right,435.35,56.01,upcurved,0,0,higher right,823.95,958.87,169.94,musth,"TGS, UD",NA,0,0,0,4,1.1637478,0.859292709,0.52836944,0.454024007,0.067977426,0.058412506,0.206250379,0.177229447,2.561786513,0.329586913,0.128655105,0.9007478,0.638292709,0.47536944,0.434024007,0.054977426,0.056412506,0.152250379,0.166229447,2.302786513,0.316586913,0.104655105,2.188678297,0.281584636,2.845424837,0.366078431,7.772719157
91,7,35++,2004,49,5,senescing adult,2004,C740UZ,3.1,3.7,0,64,63,Normal,Auto,dry,5,16,5/16/2004,13:06:18,Prime,91.44,139.32,right,292.08,39.71,upcurved,0,0,higher right,617.48,674.84,120.99,musth,"TGS, UD",NA,0,0,0,3,1.092893697,0.915002075,0.473019369,0.432813704,0.064309775,0.058843578,0.195941569,0.179286942,2.414083809,0.328208943,0.135955902,0.829893697,0.694002075,0.420019369,0.412813704,0.051309775,0.056843578,0.141941569,0.168286942,2.155083809,0.315208943,0.111955902,2.096468562,0.285027275,3.194225722,0.434273841,7.355326114
92,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,5,0,200,21.6,Normal,Daylight,dry,5,16,5/16/2008,23:40:13,Prime,238.62,322.41,right,827.29,92.04,upcurved,0,0,higher right,1352.94,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.611475749,NA,0.068029624,NA,NA,NA,NA,NA,0.11125482,NA,NA,0.558475749,NA,0.055029624,NA,NA,NA,NA,NA,0.08725482,2.565956391,0.285475016,3.466976783,0.385717878,8.98837462
93,7,35++,2005,50,5,senescing adult,2005,C740UZ,3.1,4,0,64,13.4,Normal,Auto,dry,5,8,5/8/2005,9:41:00,Prime,70.26,144.28,right,359.09,41.39,upcurved,0,0,higher right,652.84,717.69,118.69,musth,"TGS, UD",foot,0,0,0,3,1.099335212,0.909640653,0.55004289,0.500341373,0.063399914,0.057671139,0.181805649,0.165377809,3.025444435,0.348723566,0.115263583,0.836335212,0.688640653,0.49704289,0.480341373,0.050399914,0.055671139,0.127805649,0.154377809,2.766444435,0.335723566,0.091263583,2.488841142,0.286872747,5.110873897,0.589097637,8.675767094
94,7,35++,2004,49,5,senescing adult,2004,C740UZ,3.1,3.7,0,64,63,Normal,Auto,dry,5,16,5/16/2004,13:06:11,Prime,49.11,135.46,right,316.02,39.47,upcurved,0,0,higher right,572.24,683.11,112.73,musth,"TGS, UD",NA,0,0,0,3,1.193747379,0.837698175,0.552250804,0.46261949,0.068974556,0.05777986,0.196997763,0.165024667,2.803335403,0.350128626,0.124897158,0.930747379,0.616698175,0.499250804,0.44261949,0.055974556,0.05577986,0.142997763,0.154024667,2.544335403,0.337128626,0.100897158,2.332939613,0.291377528,6.434941967,0.803705966,8.006587281
95,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,5.6,0,200,18.9,Normal,Cloudy,dry,6,3,6/3/2008,10:25:24,Prime,61.53,72.25,left,181.23,22.19,upcurved,0,0,higher right,300.29,NA,61.06,musth,"TGS, UD",foot,0,0,0,2,NA,NA,0.603516601,NA,0.073895235,NA,0.203336774,NA,2.968064199,0.363413036,0.122441097,NA,NA,0.550516601,NA,0.060895235,NA,0.149336774,NA,2.709064199,0.350413036,0.098441097,2.508373702,0.307128028,2.945392491,0.360637088,8.167192429
96,7,35++,2004,49,5,senescing adult,2004,C740UZ,3.1,3.7,0,64,63,Normal,Auto,dry,5,16,5/16/2004,13:06:25,Prime,62.34,134.2,right,322.19,42.26,upcurved,0,0,higher right,594.08,NA,NA,musth,"TGS, UD",foot,0,0,0,3,NA,NA,0.542334366,NA,0.071135201,NA,NA,NA,NA,NA,0.131164841,NA,NA,0.489334366,NA,0.058135201,NA,NA,NA,NA,NA,0.107164841,2.400819672,0.31490313,5.168270773,0.677895412,7.623994321
97,7,35++,2003,48,5,senescing adult,2003,C740UZ,3.1,3.2,0,141,24.8,Normal,Auto,dry,7,10,7/10/2003,16:51:46,Prime,NA,184.16,left,377.48,50.95,upcurved,0,0,higher right,712.38,885.73,NA,pre/post-musth,TGS,NA,0,0,0,4,1.243339229,0.80428573,0.529885735,0.426179536,0.071520818,0.057523173,NA,NA,NA,NA,0.134974038,0.980339229,0.58328573,0.476885735,0.406179536,0.058520818,0.055523173,NA,NA,NA,NA,0.110974038,NA,NA,NA,NA,7.408832188
98,7,35++,2003,49,5,senescing adult,2004,NA,6.3,NA,NA,NA,NA,NA,NA,wet,2,10,2/10/2004,19:31,Prime,NA,NA,right,70.6,9.57,upcurved,0,0,NA,143.83,NA,NA,musth,"TGS, UD",foot,0,0,0,3,NA,NA,0.490857262,NA,0.066536884,NA,NA,NA,NA,NA,0.135552408,NA,NA,0.437857262,NA,0.053536884,NA,NA,NA,NA,NA,0.111552408,NA,NA,NA,NA,7.377220481
99,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,7.1,0,200,13.3,Normal,Daylight,dry,5,16,5/16/2008,23:36:03,Prime,NA,NA,right,525.64,53.49,upcurved,0,0,higher right,804.68,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.653228613,NA,0.066473629,NA,NA,NA,NA,NA,0.101761662,NA,NA,0.600228613,NA,0.053473629,NA,NA,NA,NA,NA,0.077761662,NA,NA,NA,NA,9.82688353
100,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,7.1,0,200,13.3,Normal,Daylight,dry,5,16,5/16/2008,23:36:06,Prime,NA,NA,right,519.59,54.2,upcurved,0,0,higher right,807.74,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.643263922,NA,0.0671008,NA,NA,NA,NA,NA,0.104313016,NA,NA,0.590263922,NA,0.0541008,NA,NA,NA,NA,NA,0.080313016,NA,NA,NA,NA,9.586531365
101,7,35++,2008,53,5,senescing adult,2008,FinePix S5600,5,6.4,0,200,13.3,Normal,Daylight,dry,5,16,5/16/2008,23:36:11,Prime,NA,NA,right,523.49,54.68,upcurved,0,0,higher right,797.79,NA,NA,NA,NA,foot,0,0,0,3,NA,NA,0.656175184,NA,0.06853934,NA,NA,NA,NA,NA,0.104452807,NA,NA,0.603175184,NA,0.05553934,NA,NA,NA,NA,NA,0.080452807,NA,NA,NA,NA,9.573701536
102,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,5.6,0,100,48.5,NA,Auto,wet,12,17,12/17/2005,23:42:38,Prime,49.68,169.36,left,238.64,34.06,upcurved,0,0,higher right,735.21,NA,141.07,pre/post-musth,TGS,NA,0,0,0,3,NA,NA,0.324587533,NA,0.0463269,NA,0.191877151,NA,1.691642447,0.24144042,0.142725444,NA,NA,0.271587533,NA,0.0333269,NA,0.137877151,NA,1.432642447,0.22844042,0.118725444,1.409069438,0.201110061,4.803542673,0.685587762,7.00645919
103,8,35+,2005,29,4,prime adult,2007,DSC-W50,5.9,5.2,0,80,18.9,NA,Auto,dry,8,13,8/13/2007,4:09:55,Prime,129.22,307.56,right,466.22,63.12,upcurved,0,0,parallel,1203.67,1506.52,267,non-musth,NA,NA,0,0,0,5,1.251605506,0.798973794,0.387332076,0.309468178,0.052439622,0.041897884,0.221821596,0.177229642,1.746142322,0.236404494,0.135386727,0.988605506,0.577973794,0.334332076,0.289468178,0.039439622,0.039897884,0.167821596,0.166229642,1.487142322,0.223404494,0.111386727,1.515866823,0.205228248,3.607955425,0.488469277,7.386248416
104,8,35+,2005,29,4,prime adult,2007,FinePix S5600,5,5.6,0,200,63,Fine,Auto,wet,4,21,4/21/2007,13:15:46,Prime,44.49,161.56,left,240.71,34.25,upcurved,0,0,parallel,676.96,822.43,141.26,NA,NA,NA,0,0,0,3,1.214887143,0.823121725,0.355574923,0.292681444,0.050593831,0.041644882,0.208668164,0.171759299,1.704020954,0.242460711,0.1422874,0.951887143,0.602121725,0.302574923,0.272681444,0.037593831,0.039644882,0.154668164,0.160759299,1.445020954,0.229460711,0.1182874,1.489910869,0.211995543,5.41042931,0.769835918,7.028029197
105,8,35+,2005,27,4,prime adult,2005,C750UZ,3.9,3.7,0,100,63,Normal,Auto,dry,7,13,7/13/2005,13:45:07,Prime,164.83,274.15,left,444.67,60.38,upcurved,0,0,parallel,1087.51,1421.35,NA,non-musth,NA,foot,0,0,0,4,1.306976488,0.765124705,0.408888194,0.312850459,0.055521329,0.04248074,NA,NA,NA,NA,0.135786089,1.043976488,0.544124705,0.355888194,0.292850459,0.042521329,0.04048074,NA,NA,NA,NA,0.111786089,1.621995258,0.220244392,2.697749196,0.366316811,7.364524677
106,8,35+,2005,27,4,prime adult,2005,NIKON D70,6,9,0,400,70,Normal,Auto,wet,12,12,12/12/2005,11:11:54,Prime,21.9,68.65,left,98.36,15.19,upcurved,0,0,NA,270.21,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.364013175,NA,0.056215536,NA,NA,NA,NA,NA,0.154432696,NA,NA,0.311013175,NA,0.043215536,NA,NA,NA,NA,NA,0.130432696,1.432774945,0.221267298,4.491324201,0.693607306,6.475312706
107,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,5.6,0,100,23.8,NA,Auto,wet,12,18,12/18/2005,12:12:30,Prime,32.99,165.11,left,213.14,37.22,upcurved,0,0,NA,658.72,861.27,144.02,pre/post-musth,TGS,NA,0,0,0,3,1.307490284,0.764824039,0.323566918,0.247471757,0.056503522,0.043215252,0.218636143,0.167218178,1.479933343,0.258436328,0.174627006,1.044490284,0.543824039,0.270566918,0.227471757,0.043503522,0.041215252,0.164636143,0.156218178,1.220933343,0.245436328,0.150627006,1.290896978,0.225425474,6.460745681,1.128220673,5.726491134
108,8,35+,2005,27,4,prime adult,2005,NIKON D70,6,11,0,400,70,Normal,Auto,wet,12,12,12/12/2005,11:57:39,Prime,10.26,43.63,left,53.39,9.87,upcurved,0,0,NA,162.82,NA,NA,pre/post-musth,TGS,foot,0,0,0,3,NA,NA,0.327908119,NA,0.060619089,NA,NA,NA,NA,NA,0.18486608,NA,NA,0.274908119,NA,0.047619089,NA,NA,NA,NA,NA,0.16086608,1.223699289,0.22622049,5.203703704,0.961988304,5.409321175
109,8,35+,2005,27,4,prime adult,2005,C750UZ,3.9,3.7,0,151,63,Normal,Auto,dry,8,16,8/16/2005,12:10:02,Prime,87.05,288.34,right,408.66,65.53,upcurved,0,0,NA,NA,1463.24,249.21,non-musth,NA,foot,0,0,0,4,NA,NA,NA,0.279284328,NA,0.044784178,NA,0.170313824,1.639821837,0.262950925,0.16035335,NA,NA,NA,0.259284328,NA,0.042784178,NA,0.159313824,1.380821837,0.249950925,0.13635335,1.417285149,0.227266422,4.694543366,0.752785755,6.236227682
110,8,35+,2005,30,4,prime adult,2008,Canon PowerShot S3 IS,5.9,3.5,0,100,72,SuperFine,Daylight,dry,5,2,5/2/2008,9:19:00,Prime,43.82,146.71,right,224.43,33.53,upcurved,0,0,higher right,NA,740.43,128.86,non-musth,NA,anal flap,0,0,0,3,NA,NA,NA,0.303107654,NA,0.045284497,NA,0.174034007,1.741657613,0.260204874,0.149400704,NA,NA,NA,0.283107654,NA,0.043284497,NA,0.163034007,1.482657613,0.247204874,0.125400704,1.529752573,0.228546111,5.121633957,0.765175719,6.693408888
111,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,4.5,0,100,31.4,NA,Auto,wet,12,18,12/18/2005,1:17:49,Prime,200.49,270.6,right,345.19,62.06,upcurved,0,0,parallel,939.23,1298.67,200.35,pre/post-musth,TGS,NA,0,0,0,4,1.382696464,0.72322453,0.367524462,0.265802706,0.066075402,0.047787352,0.213313033,0.154273218,1.722934864,0.309757924,0.179785046,1.119696464,0.50222453,0.314524462,0.245802706,0.053075402,0.045787352,0.159313033,0.143273218,1.463934864,0.296757924,0.155785046,1.275646711,0.229342203,1.721731757,0.309541623,5.562197873
112,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,5,0,100,31.4,NA,Auto,wet,12,18,12/18/2005,1:18:00,Prime,220.86,271.07,right,329.68,63.08,upcurved,0,0,parallel,982.36,1305.74,223.02,pre/post-musth,TGS,NA,0,0,0,4,1.329186856,0.752339669,0.335599984,0.252485181,0.064212712,0.048309771,0.227024716,0.1707997,1.478253071,0.282844588,0.191337054,1.066186856,0.531339669,0.282599984,0.232485181,0.051212712,0.046309771,0.173024716,0.1597997,1.219253071,0.269844588,0.167337054,1.216217213,0.232707419,1.492710314,0.285610794,5.226379201
113,8,35+,2005,29,4,prime adult,2007,DSC-W50,5.9,5.2,0,80,18.9,NA,Auto,dry,8,13,8/13/2007,4:11:03,Prime,119.88,296.12,right,452.74,69.14,upcurved,0,0,parallel,1281.73,1491.06,265.36,non-musth,NA,NA,0,0,0,4,1.163318328,0.859609942,0.353225718,0.303636339,0.053942718,0.046369697,0.207032682,0.177967352,1.706135062,0.260551703,0.152714582,0.900318328,0.638609942,0.300225718,0.283636339,0.040942718,0.044369697,0.153032682,0.166967352,1.447135062,0.247551703,0.128714582,1.5289072,0.233486424,3.776609943,0.57674341,6.548163147
114,8,35+,2005,29,4,prime adult,2007,DSC-W50,5.9,5.2,0,80,18.9,NA,Auto,dry,8,13,8/13/2007,4:11:31,Prime,89.94,314.43,right,477.6,74.17,upcurved,0,0,splayed,1326.67,1670.07,285.08,non-musth,NA,NA,0,0,0,5,1.258843571,0.794379876,0.359999095,0.285976037,0.055906895,0.044411312,0.214883882,0.170699432,1.675319209,0.260172583,0.15529732,0.995843571,0.573379876,0.306999095,0.265976037,0.042906895,0.042411312,0.160883882,0.159699432,1.416319209,0.247172583,0.13129732,1.518939033,0.235887161,5.310206805,0.824660885,6.439261157
115,8,35+,2005,29,4,prime adult,2007,DSC-W50,5.9,5.2,0,80,18.9,NA,Auto,dry,8,13,8/13/2007,4:11:40,Prime,103.41,327.02,right,496.93,77.98,upcurved,0,0,parallel,1378.85,1672,285.48,non-musth,NA,NA,0,0,0,4,1.212604707,0.824671053,0.360394532,0.297206938,0.056554375,0.046638756,0.2070421,0.170741627,1.74068236,0.273153986,0.15692351,0.949604707,0.603671053,0.307394532,0.277206938,0.043554375,0.044638756,0.1530421,0.159741627,1.48168236,0.260153986,0.13292351,1.519570668,0.238456364,4.805434677,0.754085678,6.372531418
116,8,35+,2005,25,4,prime adult,2003,C750UZ,3.9,3.2,0,50,39.8,Normal,Auto,wet,1,1,1/1/2003,12:36:54,Prime,NA,130.12,right,177.09,31.16,upcurved,0,0,NA,415.75,650.57,104.83,NA,NA,NA,0,0,0,3,1.564810583,0.639054983,0.425953097,0.272207449,0.074948888,0.04789646,0.252146723,0.16113562,1.689306496,0.297243156,0.175955729,1.301810583,0.418054983,NA,0.252207449,NA,0.04589646,NA,0.15013562,1.430306496,0.284243156,0.151955729,1.360974485,0.239471257,NA,NA,5.683247754
117,8,35+,2005,28,4,prime adult,2006,C765UZ,3.9,3.5,0,64,47.8,Normal,Auto,wet,4,17,4/17/2006,12:37:36,Prime,49.4,285.81,left,379.27,68.73,upcurved,0,0,NA,1140.25,NA,NA,NA,NA,foot,0,0,0,5,NA,NA,0.332620039,NA,0.060276255,NA,NA,NA,NA,NA,0.181216548,NA,NA,0.279620039,NA,0.047276255,NA,NA,NA,NA,NA,0.157216548,1.327000455,0.240474441,7.677530364,1.391295547,5.518259857
118,8,35+,2005,27,4,prime adult,2005,C750UZ,3.9,3.7,0,100,63,Normal,Auto,dry,7,13,7/13/2005,13:44:49,Prime,86.27,255.77,left,351.89,61.52,upcurved,0,0,parallel,902.47,NA,NA,non-musth,NA,foot,0,0,0,5,NA,NA,0.389918778,NA,0.068168471,NA,NA,NA,NA,NA,0.174827361,NA,NA,0.336918778,NA,0.055168471,NA,NA,NA,NA,NA,0.150827361,1.375806389,0.2405286,4.078938217,0.713110003,5.719928479
119,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,6.3,0,100,48.5,NA,Auto,wet,12,17,12/17/2005,23:43:43,Prime,127.58,193.04,left,268.4,46.44,upcurved,0,0,higher right,706.76,956.82,151.83,pre/post-musth,TGS,anal flap,0,0,0,NA,1.353811761,0.738655128,0.379761164,0.280512531,0.065708303,0.048535775,0.2148254,0.158681884,1.767766581,0.305868405,0.173025335,1.090811761,0.517655128,0.326761164,0.260512531,0.052708303,0.046535775,0.1608254,0.147681884,1.508766581,0.292868405,0.149025335,1.390385412,0.240571902,2.103778022,0.364006898,5.779500431
120,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,6.3,0,100,48.5,NA,Auto,wet,12,17,12/17/2005,23:53:29,Prime,99.93,141.23,left,185.71,33.98,upcurved,0,0,higher right,536.74,706.24,113.75,pre/post-musth,TGS,NA,0,0,0,3,1.315795357,0.759996602,0.345996199,0.262955936,0.063308119,0.048113956,0.211927563,0.161064227,1.632615385,0.298725275,0.182973453,1.052795357,0.538996602,0.292996199,0.242955936,0.050308119,0.046113956,0.157927563,0.150064227,1.373615385,0.285725275,0.158973453,1.314947249,0.240600439,1.858400881,0.340038027,5.46527369
121,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,5.6,0,100,48.5,NA,Auto,wet,12,17,12/17/2005,23:44:15,Prime,144.85,242.74,left,347.52,58.51,upcurved,0,0,higher right,933.53,1257.23,197.04,pre/post-musth,TGS,anal flap,0,0,0,4,1.346748364,0.742529211,0.372264416,0.276417203,0.062676079,0.046538819,0.21106981,0.1567255,1.763702801,0.296944783,0.168364411,1.083748364,0.521529211,0.319264416,0.256417203,0.049676079,0.044538819,0.15706981,0.1457255,1.504702801,0.283944783,0.144364411,1.431655269,0.241039796,2.399171557,0.403935105,5.939497522
122,8,35+,2005,29,4,prime adult,2007,DSC-W50,5.9,5.2,0,80,18.9,NA,Auto,dry,8,13,8/13/2007,4:10:03,Prime,127.63,299.87,right,465.66,72.53,upcurved,0,0,NA,1320.4,1509.72,266.81,non-musth,NA,NA,0,0,0,5,1.143380794,0.874599263,0.352665859,0.3084413,0.054930324,0.048042021,0.202067555,0.176728135,1.745286908,0.271841385,0.15575742,0.880380794,0.653599263,0.299665859,0.2884413,0.041930324,0.046042021,0.148067555,0.165728135,1.486286908,0.258841385,0.13175742,1.552872912,0.241871478,3.648515239,0.568283319,6.420239901
123,8,35+,2005,27,4,prime adult,2005,C750UZ,3.9,3.7,0,138,63,Normal,Auto,dry,8,16,8/16/2005,11:55:56,Prime,204.28,296.01,left,397.1,71.62,upcurved,0,0,higher right,1248.55,NA,NA,non-musth,NA,foot,0,0,0,4,NA,NA,0.318048937,NA,0.057362541,NA,NA,NA,NA,NA,0.180357593,NA,NA,0.265048937,NA,0.044362541,NA,NA,NA,NA,NA,0.156357593,1.341508733,0.241951285,1.943900529,0.35059722,5.544540631
124,8,35+,2005,27,4,prime adult,2005,CYBERSHOT,4.9,5.6,0,100,48.5,NA,Auto,wet,12,17,12/17/2005,23:47:06,Prime,81.49,276.93,left,394.07,67.05,upcurved,0,0,higher right,1110.03,1411.63,214.52,pre/post-musth,TGS,NA,0,0,0,3,1.271704368,0.786346281,0.355008423,0.279159553,0.060403773,0.047498282,0.193256038,0.151966167,1.836984897,0.31255827,0.170147436,1.008704368,0.565346281,0.302008423,0.259159553,0.047403773,0.045498282,0.139256038,0.140966167,1.577984897,0.29955827,0.146147436,1.422994981,0.242118947,4.835808075,0.822800344,5.877255779
125,8,35+,2005,30,4,prime adult,2008,Canon PowerShot S3 IS,5.9,4,0,100,47.4,SuperFine,Daylight,dry,5,2,5/2/2008,9:22:14,Prime,102.04,162.84,left,275.81,39.64,upcurved,0,0,higher right,NA,843.69,146.5,non-musth,NA,anal flap,0,0,0,NA,NA,NA,NA,0.326909173,NA,0.046984082,NA,0.173641978,1.882662116,0.270580205,0.143722128,NA,NA,NA,0.306909173,NA,0.044984082,NA,0.162641978,1.623662116,0.257580205,0.119722128,1.693748465,0.243429133,2.702959624,0.388475108,6.957870838
126,8,35+,2005,27,4,prime adult,2005,C750UZ,3.9,3.7,0,100,63,Normal,Auto,dry,7,13,7/13/2005,13:45:18,Prime,161.68,256.45,left,359.76,63.35,upcurved,0,0,higher right,1100.77,1420.74,NA,non-musth,NA,foot,0,0,0,4,1.290678343,0.774786379,0.326825767,0.253220153,0.057550624,0.044589439,NA,NA,NA,NA,0.176089615,1.027678343,0.553786379,0.273825767,0.233220153,0.044550624,0.042589439,NA,NA,NA,NA,0.152089615,1.402846559,0.247026711,2.225136071,0.391823355,5.678926598
127,8,35+,2005,27,4,prime adult,2005,C740UZ,3.1,3.7,0,64,63,Normal,Auto,dry,8,23,8/23/2005,13:48:17,Prime,54.46,98.83,left,138.99,24.8,upcurved,0,0,higher right,420.36,518.28,85.04,non-musth,NA,foot,0,0,0,3,1.232943192,0.811067377,0.330645161,0.268175504,0.05899705,0.047850583,0.202302788,0.164081192,1.634407338,0.291627469,0.178430103,0.969943192,0.590067377,0.277645161,0.248175504,0.04599705,0.045850583,0.148302788,0.153081192,1.375407338,0.278627469,0.154430103,1.406354346,0.250935951,2.552148366,0.455380095,5.604435484
